id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam,shortName
2714849135,AttemptSaved,8633,701154,Kylian Mbappé,81.5839805832,43.860636937900004,55,,False,True,103.103448276,34.838750000000005,34.07625,1.5025263084,0.022853238508105278,0.024294700473546982,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.9798280423280419, 'y': 0.39749373238095237, 'zoomRatio': 1}",False,False,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714849159,Miss,8633,846033,Vinicius Junior,95.15789473550001,34.0,55,,False,False,,,40.46952381,0.3595789456,0.1290661245584488,0.0,Header,RegularPlay,SecondHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.055580434690447496, 'zoomRatio': 0.5842779331234892}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714849953,Miss,8633,914458,Aurélien Tchouaméni,100.06896551759999,30.72125,60,,False,False,,,29.211428570000002,2.2281052522,0.2866656482219696,0.0,Header,FromCorner,SecondHalf,False,"{'x': 2, 'y': 0.46529644274305026, 'zoomRatio': 0.7893794747048395}",False,True,Aurélien,Tchouaméni,Aurélien Tchouaméni,#085098,4506770,Real Madrid,Las Palmas,
2714850217,AttemptSaved,8306,936206,Kirian Rodriguez,86.99705882319999,33.695,62,,False,True,102.4396551726,34.0,33.5425,0.1219999994,0.046484675258398056,0.029971202835440636,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.121031746031747, 'y': 0.032275132116402115, 'zoomRatio': 1}",False,False,Kirian,Rodriguez,Kirian Rodriguez,#da9f00,4506770,Las Palmas,Real Madrid,
2714850697,AttemptSaved,8633,701154,Kylian Mbappé,78.2053398072,44.2810191037,67,,True,True,83.0480582528,42.813125,35.143750000000004,1.2199999940000001,0.01772388257086277,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.6974206349206338, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714850717,Miss,8633,846033,Vinicius Junior,97.1842105256,30.328,67,,False,False,100.25862069,33.695,40.217380953,0.3595789456,0.2943083643913269,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.057834472154468256, 'zoomRatio': 0.6079730401876178}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714850721,AttemptSaved,8633,1253890,Arda Güler,100.06896551759999,33.77125,67,,True,True,101.4913793106,33.695,33.61875,1.2199999940000001,0.2624828517436981,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.1008597883597888, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Arda,Güler,Arda Güler,#085098,4506770,Real Madrid,Las Palmas,
2714850821,Goal,8633,846033,Vinicius Junior,94.0,34.0,69,,False,True,,,31.254999999999995,1.1365263102,0.7884,0.8347117900848389,RightFoot,Penalty,SecondHalf,False,"{'x': 1.7261904761904774, 'y': 0.30066833603174603, 'zoomRatio': 1}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714851257,Miss,8306,509151,Oliver McBurnie,95.73684210409999,33.61875,71,,False,False,102.4396551726,44.2810191037,42.9865625,0.8925263114,0.06178677827119827,0.0,Header,SetPiece,SecondHalf,False,"{'x': 0, 'y': 0.09931787726397054, 'zoomRatio': 0.4206280210035819}",False,True,Oliver,McBurnie,Oliver McBurnie,#da9f00,4506770,Las Palmas,Real Madrid,
2714851263,Miss,8306,1225450,Mika Mármol,102.4396551726,44.1408917151,71,,False,False,104.1465517242,34.0,17.4132484093,0.2696842092,0.011957847513258457,0.0,LeftFoot,SetPiece,SecondHalf,False,"{'x': 2, 'y': 0.016259012967385897, 'zoomRatio': 0.2278927238603731}",False,True,Mika,Mármol,Mika Mármol,#da9f00,4506770,Las Palmas,Real Madrid,
2714851537,Miss,8633,846033,Vinicius Junior,89.1,50.166369424900005,73,,False,False,,,27.362380952,4.8280000072,0.030763326212763786,0.0,RightFoot,FastBreak,SecondHalf,False,"{'x': 1.9310933541082758, 'y': 0.6772486772486772, 'zoomRatio': 0.5302402643293849}",False,True,Vinicius,Junior,Vinicius Junior,#085098,4506770,Real Madrid,Las Palmas,Vinicius
2714852433,Miss,8633,701154,Kylian Mbappé,93.9,18.954649683899998,80,,False,False,,,40.637619048000005,5.670896561599999,0.05400555208325386,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.20730017352488828, 'y': 0.6772486772486772, 'zoomRatio': 0.45142773672417613}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714853021,Miss,8633,701154,Kylian Mbappé,101.1120689658,25.7071875,85,,False,False,,,29.211428570000002,0.1797894728,0.16724303364753723,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.037545534284741805, 'zoomRatio': 0.7893794747048395}",False,True,Kylian,Mbappé,Kylian Mbappé,#085098,4506770,Real Madrid,Las Palmas,
2714853085,Miss,8633,1406729,Endrick,90.5,27.110238095,86,,False,False,,,24.2794904507,3.0118620704000003,0.1620447337627411,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.30984610993123207, 'zoomRatio': 0.38886850332575484}",False,True,,Endrick,Endrick,#085098,4506770,Real Madrid,Las Palmas,
2714853867,Miss,8633,1406729,Endrick,92.5,29.379523808000002,90,3.0,False,False,,,27.362380952,2.3179999886000004,0.02728881500661373,0.0,Header,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.34922160669923386, 'zoomRatio': 0.5694813113956819}",False,True,,Endrick,Endrick,#085098,4506770,Real Madrid,Las Palmas,
2714315157,AttemptSaved,8370,474658,Álvaro Garcia,89.8,25.99625,7,,False,True,103.9568965518,32.9325,34.61,0.28252631440000003,0.016774263232946396,0.029998742043972015,RightFoot,FromCorner,FirstHalf,False,"{'x': 0.8386243386243388, 'y': 0.07474241121693122, 'zoomRatio': 1}",False,True,Álvaro,Garcia,Álvaro Garcia,#EB3A32,4506771,Rayo Vallecano,Barcelona,
2714315933,Miss,8370,638010,Isi Palazon,83.49854368960001,42.581875,8,,False,False,,,27.278333333000003,0.0898947364,0.05617428943514824,0.0,LeftFoot,FastBreak,FirstHalf,False,"{'x': 2, 'y': 0.013373875982475891, 'zoomRatio': 0.5623605256353905}",False,False,Isi,Palazon,Isi Palazon,#EB3A32,4506771,Rayo Vallecano,Barcelona,
2714316853,Goal,8370,571615,Unai Lopez,96.1228070165,26.516562500000003,9,,False,True,,,31.331249999999997,0.6099999970000001,0.08130625635385513,0.12002968788146973,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.7060185185185193, 'y': 0.16137566058201058, 'zoomRatio': 1}",False,True,Unai,Lopez,Unai Lopez,#EB3A32,4506771,Rayo Vallecano,Barcelona,
2714318461,AttemptSaved,8634,1467236,Lamine Yamal,92.3,27.782619046999997,11,,True,True,96.605263157,30.291999999999998,35.220000000000006,1.2199999940000001,0.16410724818706512,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.6772486772486757, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Lamine,Yamal,Lamine Yamal,#971e48,4506771,Barcelona,Rayo Vallecano,
2714325233,Miss,8634,705450,Jules Koundé,86.889705882,20.7763057357,19,,False,False,98.6315789471,32.9325,42.9865625,0.9824210478000001,0.036775797605514526,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.10932111670062945, 'zoomRatio': 0.4206280210035819}",False,False,Jules,Koundé,Jules Koundé,#971e48,4506771,Barcelona,Rayo Vallecano,
